,LTNABZ,,LTN,ABZ,LTNABZ
,LTNAGP,,LTN,AGP,LTNAGP
,LTNALC,,LTN,ALC,LTNALC
,LTNAMS,,LTN,AMS,LTNAMS
,LTNBCN,,LTN,BCN,LTNBCN
,LTNBFS,,LTN,BFS,LTNBFS
,LTNBOD,,LTN,BOD,LTNBOD
,LTNBUD,,LTN,BUD,LTNBUD
,LTNCDG,,LTN,CDG,LTNCDG
,LTNCFU,,LTN,CFU,LTNCFU
,LTNDTM,,LTN,DTM,LTNDTM
,LTNEDI,,LTN,EDI,LTNEDI
,LTNFAO,,LTN,FAO,LTNFAO
,LTNGLA,,LTN,GLA,LTNGLA
,LTNGVA,,LTN,GVA,LTNGVA
,LTNHAM,,LTN,HAM,LTNHAM
,LTNHER,,LTN,HER,LTNHER
,LTNINV,,LTN,INV,LTNINV
,LTNKEF,,LTN,KEF,LTNKEF
,LTNLIS,,LTN,LIS,LTNLIS
,LTNMAD,,LTN,MAD,LTNMAD
,LTNMPL,,LTN,MPL,LTNMPL
,LTNMXP,,LTN,MXP,LTNMXP
,LTNNCE,,LTN,NCE,LTNNCE
,LTNPFO,,LTN,PFO,LTNPFO
,LTNPMI,,LTN,PMI,LTNPMI
,LTNPSA,,LTN,PSA,LTNPSA
,LTNSAW,,LTN,SAW,LTNSAW
,LTNSSH,,LTN,SSH,LTNSSH
,LTNSXF,,LTN,SXF,LTNSXF
,LTNTLV,,LTN,TLV,LTNTLV
,LTNZRH,,LTN,ZRH,LTNZRH
,LXRLGW,,LXR,LGW,LXRLGW
,LYSAGA,,LYS,AGA,LYSAGA
,LYSAJA,,LYS,AJA,LYSAJA
,LYSBCN,,LYS,BCN,LYSBCN
,LYSBES,,LYS,BES,LYSBES
,LYSBIA,,LYS,BIA,LYSBIA
,LYSBOD,,LYS,BOD,LYSBOD
,LYSBRU,,LYS,BRU,LYSBRU
,LYSCMN,,LYS,CMN,LYSCMN
,LYSEDI,,LYS,EDI,LYSEDI
,LYSFCO,,LYS,FCO,LYSFCO
,LYSLGW,,LYS,LGW,LYSLGW
,LYSLIS,,LYS,LIS,LYSLIS
,LYSMAD,,LYS,MAD,LYSMAD
,LYSMXP,,LYS,MXP,LYSMXP
,LYSNCE,,LYS,NCE,LYSNCE
,LYSNTE,,LYS,NTE,LYSNTE
,LYSOPO,,LYS,OPO,LYSOPO
,LYSPRG,,LYS,PRG,LYSPRG
,LYSRAK,,LYS,RAK,LYSRAK
,LYSSTN,,LYS,STN,LYSSTN
,LYSSXF,,LYS,SXF,LYSSXF
,LYSTLS,,LYS,TLS,LYSTLS
,LYSVCE,,LYS,VCE,LYSVCE
,MADAMS,,MAD,AMS,MADAMS
,MADBIO,,MAD,BIO,MADBIO
,MADBOD,,MAD,BOD,MADBOD
,MADBRS,,MAD,BRS,MADBRS
,MADBSL,,MAD,BSL,MADBSL
,MADCDG,,MAD,CDG,MADCDG
,MADCPH,,MAD,CPH,MADCPH
,MADEDI,,MAD,EDI,MADEDI
,MADFCO,,MAD,FCO,MADFCO
,MADGVA,,MAD,GVA,MADGVA
,MADLCG,,MAD,LCG,MADLCG
,MADLGW,,MAD,LGW,MADLGW
,MADLIS,,MAD,LIS,MADLIS
,MADLPL,,MAD,LPL,MADLPL
,MADLTN,,MAD,LTN,MADLTN
,MADLYS,,MAD,LYS,MADLYS
,MADMXP,,MAD,MXP,MADMXP
,MADNAP,,MAD,NAP,MADNAP
,MADSXF,,MAD,SXF,MADSXF
,MADTLS,,MAD,TLS,MADTLS
,MADVCE,,MAD,VCE,MADVCE
,MAHLGW,,MAH,LGW,MAHLGW
,MANAGP,,MAN,AGP,MANAGP
,MANALC,,MAN,ALC,MANALC
,MANAMS,,MAN,AMS,MANAMS
,MANATH,,MAN,ATH,MANATH
,MANBFS,,MAN,BFS,MANBFS
,MANBIO,,MAN,BIO,MANBIO
,MANBSL,,MAN,BSL,MANBSL
,MANCFU,,MAN,CFU,MANCFU
,MANCPH,,MAN,CPH,MANCPH
,MANDLM,,MAN,DLM,MANDLM
,MANGVA,,MAN,GVA,MANGVA
,MANHAM,,MAN,HAM,MANHAM
,MANHER,,MAN,HER,MANHER
,MANMLA,,MAN,MLA,MANMLA
,MANMUC,,MAN,MUC,MANMUC
,MANPFO,,MAN,PFO,MANPFO
,MANPMI,,MAN,PMI,MANPMI
,MANRAK,,MAN,RAK,MANRAK
,MANSOF,,MAN,SOF,MANSOF
,MANSSH,,MAN,SSH,MANSSH
,MANSXF,,MAN,SXF,MANSXF
,MANTFS,,MAN,TFS,MANTFS
,MJVBRS,,MJV,BRS,MJVBRS
,MJVLGW,,MJV,LGW,MJVLGW
,MLABFS,,MLA,BFS,MLABFS
,MLALGW,,MLA,LGW,MLALGW
,MLALPL,,MLA,LPL,MLALPL
,MLAMAN,,MLA,MAN,MLAMAN
,MLANCL,,MLA,NCL,MLANCL
,MPLLGW,,MPL,LGW,MPLLGW
,MPLLTN,,MPL,LTN,MPLLTN
,MRSLGW,,MRS,LGW,MRSLGW
,MUCEDI,,MUC,EDI,MUCEDI
,MUCLGW,,MUC,LGW,MUCLGW
,MUCMAN,,MUC,MAN,MUCMAN
,MUCSTN,,MUC,STN,MUCSTN
,MXPAGP,,MXP,AGP,MXPAGP
,MXPAHO,,MXP,AHO,MXPAHO
,MXPAMS,,MXP,AMS,MXPAMS
,MXPATH,,MXP,ATH,MXPATH
,MXPBCN,,MXP,BCN,MXPBCN
,MXPBDS,,MXP,BDS,MXPBDS
,MXPBOD,,MXP,BOD,MXPBOD
,MXPBRI,,MXP,BRI,MXPBRI
,MXPBRU,,MXP,BRU,MXPBRU
,MXPCAG,,MXP,CAG,MXPCAG
,MXPCDG,,MXP,CDG,MXPCDG
,MXPCMN,,MXP,CMN,MXPCMN
,MXPCPH,,MXP,CPH,MXPCPH
,MXPCTA,,MXP,CTA,MXPCTA
,MXPEDI,,MXP,EDI,MXPEDI
,MXPFCO,,MXP,FCO,MXPFCO
,MXPHER,,MXP,HER,MXPHER
,MXPLGW,,MXP,LGW,MXPLGW
,MXPLIS,,MXP,LIS,MXPLIS
,MXPLTN,,MXP,LTN,MXPLTN
,MXPLYS,,MXP,LYS,MXPLYS
,MXPMAD,,MXP,MAD,MXPMAD
,MXPNAP,,MXP,NAP,MXPNAP
,MXPOLB,,MXP,OLB,MXPOLB
,MXPOPO,,MXP,OPO,MXPOPO
,MXPPMI,,MXP,PMI,MXPPMI
,MXPPMO,,MXP,PMO,MXPPMO
,MXPPRG,,MXP,PRG,MXPPRG
,MXPRAK,,MXP,RAK,MXPRAK
,MXPSKG,,MXP,SKG,MXPSKG
,MXPSUF,,MXP,SUF,MXPSUF
,MXPSXF,,MXP,SXF,MXPSXF
,MXPTLS,,MXP,TLS,MXPTLS
,NAPBRS,,NAP,BRS,NAPBRS
,NAPBSL,,NAP,BSL,NAPBSL
,NAPEDI,,NAP,EDI,NAPEDI
,NAPGVA,,NAP,GVA,NAPGVA
,NAPLGW,,NAP,LGW,NAPLGW
,NAPLPL,,NAP,LPL,NAPLPL
,NAPMAD,,NAP,MAD,NAPMAD
,NAPMXP,,NAP,MXP,NAPMXP
,NAPNCE,,NAP,NCE,NAPNCE
,NAPORY,,NAP,ORY,NAPORY
,NAPSTN,,NAP,STN,NAPSTN
,NAPSXF,,NAP,SXF,NAPSXF
,NAPVCE,,NAP,VCE,NAPVCE
,NCEBCN,,NCE,BCN,NCEBCN
,NCEBOD,,NCE,BOD,NCEBOD
,NCEBRS,,NCE,BRS,NCEBRS
,NCEBRU,,NCE,BRU,NCEBRU
,NCEBSL,,NCE,BSL,NCEBSL
,NCECDG,,NCE,CDG,NCECDG
,NCEEDI,,NCE,EDI,NCEEDI
,NCEFCO,,NCE,FCO,NCEFCO
,NCEGVA,,NCE,GVA,NCEGVA
,NCELGW,,NCE,LGW,NCELGW
,NCELIL,,NCE,LIL,NCELIL
,NCELPL,,NCE,LPL,NCELPL
,NCELTN,,NCE,LTN,NCELTN
,NCELYS,,NCE,LYS,NCELYS
,NCENAP,,NCE,NAP,NCENAP
,NCENCL,,NCE,NCL,NCENCL
,NCENTE,,NCE,NTE,NCENTE
,NCEORY,,NCE,ORY,NCEORY
,NCESTN,,NCE,STN,NCESTN
,NCESXF,,NCE,SXF,NCESXF
,NCETLS,,NCE,TLS,NCETLS
,NCEVCE,,NCE,VCE,NCEVCE
,NCLAGP,,NCL,AGP,NCLAGP
,NCLALC,,NCL,ALC,NCLALC
,NCLBCN,,NCL,BCN,NCLBCN
,NCLBFS,,NCL,BFS,NCLBFS
,NCLBRS,,NCL,BRS,NCLBRS
,NCLCDG,,NCL,CDG,NCLCDG
,NCLFAO,,NCL,FAO,NCLFAO
,NCLMLA,,NCL,MLA,NCLMLA
,NCLNCE,,NCL,NCE,NCLNCE
,NCLPMI,,NCL,PMI,NCLPMI
,NTEBSL,,NTE,BSL,NTEBSL
,NTEGVA,,NTE,GVA,NTEGVA
,NTELYS,,NTE,LYS,NTELYS
,NTENCE,,NTE,NCE,NTENCE
,NTETLS,,NTE,TLS,NTETLS
,OLBBSL,,OLB,BSL,OLBBSL
,OLBGVA,,OLB,GVA,OLBGVA
,OLBLGW,,OLB,LGW,OLBLGW
,OLBMXP,,OLB,MXP,OLBMXP
,OLBSXF,,OLB,SXF,OLBSXF
,OPOBSL,,OPO,BSL,OPOBSL
,OPOCDG,,OPO,CDG,OPOCDG
,OPOGVA,,OPO,GVA,OPOGVA
,OPOLGW,,OPO,LGW,OPOLGW
,OPOLYS,,OPO,LYS,OPOLYS
,OPOMXP,,OPO,MXP,OPOMXP
,OPOTLS,,OPO,TLS,OPOTLS
,ORYATH,,ORY,ATH,ORYATH
,ORYFAO,,ORY,FAO,ORYFAO
,ORYFCO,,ORY,FCO,ORYFCO
,ORYGVA,,ORY,GVA,ORYGVA
,ORYLIN,,ORY,LIN,ORYLIN
,ORYNAP,,ORY,NAP,ORYNAP
,ORYNCE,,ORY,NCE,ORYNCE
,ORYPSA,,ORY,PSA,ORYPSA
,ORYSXF,,ORY,SXF,ORYSXF
,ORYTLS,,ORY,TLS,ORYTLS
,ORYVCE,,ORY,VCE,ORYVCE
,OVDGVA,,OVD,GVA,OVDGVA
,OVDLIS,,OVD,LIS,OVDLIS
,OVDSTN,,OVD,STN,OVDSTN
,PFOBRS,,PFO,BRS,PFOBRS
,PFOEDI,,PFO,EDI,PFOEDI
,PFOLGW,,PFO,LGW,PFOLGW
,PFOLTN,,PFO,LTN,PFOLTN
,PFOMAN,,PFO,MAN,PFOMAN
,PMIBFS,,PMI,BFS,PMIBFS
,PMIBRS,,PMI,BRS,PMIBRS
,PMIBSL,,PMI,BSL,PMIBSL
,PMIDTM,,PMI,DTM,PMIDTM
,PMIEDI,,PMI,EDI,PMIEDI
,PMIGLA,,PMI,GLA,PMIGLA
,PMIGVA,,PMI,GVA,PMIGVA
,PMILGW,,PMI,LGW,PMILGW
,PMILPL,,PMI,LPL,PMILPL
,PMILTN,,PMI,LTN,PMILTN
,PMIMAN,,PMI,MAN,PMIMAN
,PMIMXP,,PMI,MXP,PMIMXP
,PMINCL,,PMI,NCL,PMINCL
,PMISEN,,PMI,SEN,PMISEN
,PMISTN,,PMI,STN,PMISTN
,PMISXF,,PMI,SXF,PMISXF
,PMOFCO,,PMO,FCO,PMOFCO
,PMOLGW,,PMO,LGW,PMOLGW
,PMOMXP,,PMO,MXP,PMOMXP
,PRGAMS,,PRG,AMS,PRGAMS
,PRGBRS,,PRG,BRS,PRGBRS
,PRGCDG,,PRG,CDG,PRGCDG
,PRGLGW,,PRG,LGW,PRGLGW
,PRGLYS,,PRG,LYS,PRGLYS
,PRGMXP,,PRG,MXP,PRGMXP
,PRGSTN,,PRG,STN,PRGSTN
,PRNBSL,,PRN,BSL,PRNBSL
,PRNGVA,,PRN,GVA,PRNGVA
,PSABRS,,PSA,BRS,PSABRS
,PSALGW,,PSA,LGW,PSALGW
,PSALTN,,PSA,LTN,PSALTN
,PSAORY,,PSA,ORY,PSAORY
,PSASXF,,PSA,SXF,PSASXF
,RAKBSL,,RAK,BSL,RAKBSL
,RAKCDG,,RAK,CDG,RAKCDG
,RAKGVA,,RAK,GVA,RAKGVA
,RAKLGW,,RAK,LGW,RAKLGW
,RAKLYS,,RAK,LYS,RAKLYS
,RAKMAN,,RAK,MAN,RAKMAN
,RAKMXP,,RAK,MXP,RAKMXP
,RHOLGW,,RHO,LGW,RHOLGW
,RHOLPL,,RHO,LPL,RHOLPL
,SAWBSL,,SAW,BSL,SAWBSL
,SAWLTN,,SAW,LTN,SAWLTN
,SCQGVA,,SCQ,GVA,SCQGVA
,SENAGP,,SEN,AGP,SENAGP
,SENALC,,SEN,ALC,SENALC
,SENAMS,,SEN,AMS,SENAMS
,SENBCN,,SEN,BCN,SENBCN
,SENBFS,,SEN,BFS,SENBFS
,SENFAO,,SEN,FAO,SENFAO
,SENIBZ,,SEN,IBZ,SENIBZ
,SENJER,,SEN,JER,SENJER
,SENPMI,,SEN,PMI,SENPMI
,SKGBSL,,SKG,BSL,SKGBSL
,SKGDTM,,SKG,DTM,SKGDTM
,SKGLGW,,SKG,LGW,SKGLGW
,SKGMXP,,SKG,MXP,SKGMXP
,SKGSXF,,SKG,SXF,SKGSXF
,SOFLGW,,SOF,LGW,SOFLGW
,SOFMAN,,SOF,MAN,SOFMAN
,SPUGVA,,SPU,GVA,SPUGVA
,SSHGVA,,SSH,GVA,SSHGVA
,SSHLGW,,SSH,LGW,SSHLGW
,SSHLTN,,SSH,LTN,SSHLTN
,SSHMAN,,SSH,MAN,SSHMAN
,STNAGP,,STN,AGP,STNAGP
,STNALC,,STN,ALC,STNALC
,STNAMS,,STN,AMS,STNAMS
,STNBCN,,STN,BCN,STNBCN
,STNBFS,,STN,BFS,STNBFS
,STNBIO,,STN,BIO,STNBIO
,STNBJV,,STN,BJV,STNBJV
,STNCAG,,STN,CAG,STNCAG
,STNCPH,,STN,CPH,STNCPH
,STNDBV,,STN,DBV,STNDBV
,STNDLM,,STN,DLM,STNDLM
,STNEDI,,STN,EDI,STNEDI
,STNGLA,,STN,GLA,STNGLA
,STNIBZ,,STN,IBZ,STNIBZ
,STNLJU,,STN,LJU,STNLJU
,STNLYS,,STN,LYS,STNLYS
,STNMUC,,STN,MUC,STNMUC
,STNNAP,,STN,NAP,STNNAP
,STNNCE,,STN,NCE,STNNCE
,STNOVD,,STN,OVD,STNOVD
,STNPMI,,STN,PMI,STNPMI
,STNPRG,,STN,PRG,STNPRG
,STNTLL,,STN,TLL,STNTLL
,SUFMXP,,SUF,MXP,SUFMXP
,SVQLGW,,SVQ,LGW,SVQLGW
,SXFAGA,,SXF,AGA,SXFAGA
,SXFAGP,,SXF,AGP,SXFAGP
,SXFAMS,,SXF,AMS,SXFAMS
,SXFATH,,SXF,ATH,SXFATH
,SXFBCN,,SXF,BCN,SXFBCN
,SXFBRS,,SXF,BRS,SXFBRS
,SXFBRU,,SXF,BRU,SXFBRU
,SXFBSL,,SXF,BSL,SXFBSL
,SXFBUD,,SXF,BUD,SXFBUD
,SXFCAG,,SXF,CAG,SXFCAG
,SXFCPH,,SXF,CPH,SXFCPH
,SXFFCO,,SXF,FCO,SXFFCO
,SXFGLA,,SXF,GLA,SXFGLA
,SXFGVA,,SXF,GVA,SXFGVA
,SXFHER,,SXF,HER,SXFHER
,SXFLGW,,SXF,LGW,SXFLGW
,SXFLIS,,SXF,LIS,SXFLIS
,SXFLPL,,SXF,LPL,SXFLPL
,SXFLTN,,SXF,LTN,SXFLTN
,SXFLYS,,SXF,LYS,SXFLYS
,SXFMAD,,SXF,MAD,SXFMAD
,SXFMAN,,SXF,MAN,SXFMAN
,SXFMXP,,SXF,MXP,SXFMXP
,SXFNAP,,SXF,NAP,SXFNAP
,SXFNCE,,SXF,NCE,SXFNCE
,SXFOLB,,SXF,OLB,SXFOLB
,SXFORY,,SXF,ORY,SXFORY
,SXFPMI,,SXF,PMI,SXFPMI
,SXFPSA,,SXF,PSA,SXFPSA
,SXFSKG,,SXF,SKG,SXFSKG
,SXFTFS,,SXF,TFS,SXFTFS
,SXFVCE,,SXF,VCE,SXFVCE
,TFSBRS,,TFS,BRS,TFSBRS
,TFSBSL,,TFS,BSL,TFSBSL
,TFSEDI,,TFS,EDI,TFSEDI
,TFSLGW,,TFS,LGW,TFSLGW
,TFSMAN,,TFS,MAN,TFSMAN
,TFSSXF,,TFS,SXF,TFSSXF
,TLLLPL,,TLL,LPL,TLLLPL
,TLLSTN,,TLL,STN,TLLSTN
,TLSBRS,,TLS,BRS,TLSBRS
,TLSBRU,,TLS,BRU,TLSBRU
,TLSBSL,,TLS,BSL,TLSBSL
,TLSCDG,,TLS,CDG,TLSCDG
,TLSFCO,,TLS,FCO,TLSFCO
,TLSGVA,,TLS,GVA,TLSGVA
,TLSLGW,,TLS,LGW,TLSLGW
,TLSLIL,,TLS,LIL,TLSLIL
,TLSLIS,,TLS,LIS,TLSLIS
,TLSLYS,,TLS,LYS,TLSLYS
,TLSMAD,,TLS,MAD,TLSMAD
,TLSMXP,,TLS,MXP,TLSMXP
,TLSNCE,,TLS,NCE,TLSNCE
,TLSNTE,,TLS,NTE,TLSNTE
,TLSOPO,,TLS,OPO,TLSOPO
,TLSORY,,TLS,ORY,TLSORY
,TLSVCE,,TLS,VCE,TLSVCE
,TLVBSL,,TLV,BSL,TLVBSL
,TLVGVA,,TLV,GVA,TLVGVA
,TLVLTN,,TLV,LTN,TLVLTN
,TNGCDG,,TNG,CDG,TNGCDG
,VCEBSL,,VCE,BSL,VCEBSL
,VCECDG,,VCE,CDG,VCECDG
,VCEFCO,,VCE,FCO,VCEFCO
,VCEGVA,,VCE,GVA,VCEGVA
,VCELGW,,VCE,LGW,VCELGW
,VCELIS,,VCE,LIS,VCELIS
,VCELYS,,VCE,LYS,VCELYS
,VCEMAD,,VCE,MAD,VCEMAD
,VCENAP,,VCE,NAP,VCENAP
,VCENCE,,VCE,NCE,VCENCE
,VCEORY,,VCE,ORY,VCEORY
,VCESXF,,VCE,SXF,VCESXF
,VCETLS,,VCE,TLS,VCETLS
,VIELGW,,VIE,LGW,VIELGW
,VLCLGW,,VLC,LGW,VLCLGW
,VRNCDG,,VRN,CDG,VRNCDG
,VRNLGW,,VRN,LGW,VRNLGW
,ZAGLGW,,ZAG,LGW,ZAGLGW
,ZRHLGW,,ZRH,LGW,ZRHLGW
,ZRHLTN,,ZRH,LTN,ZRHLTN
,ZTHLGW,,ZTH,LGW,ZTHLGW
,BODBRU,,BOD,BRU,BODBRU
,LTNVIE,,LTN,VIE,LTNVIE
,FCOLTN,,FCO,LTN,FCOLTN
,ORYPMO,,ORY,PMO,ORYPMO
,AMSHAM,,AMS,HAM,AMSHAM
,AMSLIN,,AMS,LIN,AMSLIN
,CFUMXP,,CFU,MXP,CFUMXP
,MXPLIL,,MXP,LIL,MXPLIL
,MXPHAM,,MXP,HAM,MXPHAM
,BRUBOD,,BRU,BOD,BRUBOD
,CDGSEN,,CDG,SEN,CDGSEN
,LINAMS,,LIN,AMS,LINAMS
,LTNMUC,,LTN,MUC,LTNMUC
,LISLUX,,LIS,LUX,LISLUX
,VIELTN,,VIE,LTN,VIELTN
,BRSBSL,,BRS,BSL,BRSBSL
,OPOFNC,,OPO,FNC,OPOFNC
,NCLGVA,,NCL,GVA,NCLGVA
,KRKHAM,,KRK,HAM,KRKHAM
,ORYHAM,,ORY,HAM,ORYHAM
,BDSBSL,,BDS,BSL,BDSBSL
,STROPO,,STR,OPO,STROPO
,BRUBSL,,BRU,BSL,BRUBSL
,LISNTE,,LIS,NTE,LISNTE
,LGWTLL,,LGW,TLL,LGWTLL
,CTABRS,,CTA,BRS,CTABRS
,FNCMAN,,FNC,MAN,FNCMAN
,LTNNAP,,LTN,NAP,LTNNAP
,BSLBDS,,BSL,BDS,BSLBDS
,SZGHAM,,SZG,HAM,SZGHAM
,NAPVIE,,NAP,VIE,NAPVIE
,MXPJMK,,MXP,JMK,MXPJMK
,LRHLGW,,LRH,LGW,LRHLGW
,CTABSL,,CTA,BSL,CTABSL
,NAPCDG,,NAP,CDG,NAPCDG
,JMKMXP,,JMK,MXP,JMKMXP
,CDGMAN,,CDG,MAN,CDGMAN
,MAHMXP,,MAH,MXP,MAHMXP
,FCOHAM,,FCO,HAM,FCOHAM
,BSLSCQ,,BSL,SCQ,BSLSCQ
,HAMSZG,,HAM,SZG,HAMSZG
,SPUMXP,,SPU,MXP,SPUMXP
,AMSNCE,,AMS,NCE,AMSNCE
,PRGNAP,,PRG,NAP,PRGNAP
,HAMORY,,HAM,ORY,HAMORY
,LTNCPH,,LTN,CPH,LTNCPH
,CTASXF,,CTA,SXF,CTASXF
,MPLBSL,,MPL,BSL,MPLBSL
,LGWCDG,,LGW,CDG,LGWCDG
,MXPLUX,,MXP,LUX,MXPLUX
,STREDI,,STR,EDI,STREDI
,IOMBRS,,IOM,BRS,IOMBRS
,LILGVA,,LIL,GVA,LILGVA
,BIQLGW,,BIQ,LGW,BIQLGW
,SXFSPU,,SXF,SPU,SXFSPU
,VCEAMS,,VCE,AMS,VCEAMS
,GVAHAM,,GVA,HAM,GVAHAM
,LGWLRH,,LGW,LRH,LGWLRH
,MANFNC,,MAN,FNC,MANFNC
,MXPJTR,,MXP,JTR,MXPJTR
,CDGLGW,,CDG,LGW,CDGLGW
,LGWNTE,,LGW,NTE,LGWNTE
,BRSVIE,,BRS,VIE,BRSVIE
,BRSIOM,,BRS,IOM,BRSIOM
,IBZMXP,,IBZ,MXP,IBZMXP
,BSLMPL,,BSL,MPL,BSLMPL
,JERLGW,,JER,LGW,JERLGW
,MANSKG,,MAN,SKG,MANSKG
,MUCLTN,,MUC,LTN,MUCLTN
,VIEAMS,,VIE,AMS,VIEAMS
,AMSTLS,,AMS,TLS,AMSTLS
,BSLKRK,,BSL,KRK,BSLKRK
,NCEAMS,,NCE,AMS,NCEAMS
,CDGLIN,,CDG,LIN,CDGLIN
,LUXLIS,,LUX,LIS,LUXLIS
,MXPBIO,,MXP,BIO,MXPBIO
,OPONTE,,OPO,NTE,OPONTE
,HAMFCO,,HAM,FCO,HAMFCO
,LTNIBZ,,LTN,IBZ,LTNIBZ
,CPHLTN,,CPH,LTN,CPHLTN
,AMSNAP,,AMS,NAP,AMSNAP
,SKGHAM,,SKG,HAM,SKGHAM
,BHXBFS,,BHX,BFS,BHXBFS
,LPLMAH,,LPL,MAH,LPLMAH
,LTNBSL,,LTN,BSL,LTNBSL
,VIEGVA,,VIE,GVA,VIEGVA
,EDIVCE,,EDI,VCE,EDIVCE
,NAPCTA,,NAP,CTA,NAPCTA
,BSLBUD,,BSL,BUD,BSLBUD
,NTELIS,,NTE,LIS,NTELIS
,MXPSPU,,MXP,SPU,MXPSPU
,LYSLTN,,LYS,LTN,LYSLTN
,BRSVCE,,BRS,VCE,BRSVCE
,PMOORY,,PMO,ORY,PMOORY
,TLLLGW,,TLL,LGW,TLLLGW
,NTELGW,,NTE,LGW,NTELGW
,NAPAMS,,NAP,AMS,NAPAMS
,BSLBRS,,BSL,BRS,BSLBRS
,BSLBRU,,BSL,BRU,BSLBRU
,MXPMAH,,MXP,MAH,MXPMAH
,HAMSKG,,HAM,SKG,HAMSKG
,KRKBSL,,KRK,BSL,KRKBSL
,MXPMAN,,MXP,MAN,MXPMAN
,LGWJER,,LGW,JER,LGWJER
,AMSVCE,,AMS,VCE,AMSVCE
,PSABSL,,PSA,BSL,PSABSL
,MXPSTR,,MXP,STR,MXPSTR
,AMSVIE,,AMS,VIE,AMSVIE
,VCEEDI,,VCE,EDI,VCEEDI
,LTNVCE,,LTN,VCE,LTNVCE
,JERLTN,,JER,LTN,JERLTN
,EDISTR,,EDI,STR,EDISTR
,SPUSXF,,SPU,SXF,SPUSXF
,SENCDG,,SEN,CDG,SENCDG
,SCQLGW,,SCQ,LGW,SCQLGW
,GVABEG,,GVA,BEG,GVABEG
,SKGMAN,,SKG,MAN,SKGMAN
,MANPRG,,MAN,PRG,MANPRG
,LGWSPU,,LGW,SPU,LGWSPU
,HAMAMS,,HAM,AMS,HAMAMS
,EDICPH,,EDI,CPH,EDICPH
,EFLMAN,,EFL,MAN,EFLMAN
,BRSCTA,,BRS,CTA,BRSCTA
,MXPIBZ,,MXP,IBZ,MXPIBZ
,PRGBSL,,PRG,BSL,PRGBSL
,BODLIL,,BOD,LIL,BODLIL
,IBZLGW,,IBZ,LGW,IBZLGW
,HAMPMI,,HAM,PMI,HAMPMI
,ATHHAM,,ATH,HAM,ATHHAM
,LTNLYS,,LTN,LYS,LTNLYS
,BSLCTA,,BSL,CTA,BSLCTA
,HAMGVA,,HAM,GVA,HAMGVA
,NAPPRG,,NAP,PRG,NAPPRG
,MANAYT,,MAN,AYT,MANAYT
,CTALTN,,CTA,LTN,CTALTN
,GVANCL,,GVA,NCL,GVANCL
,STRLGW,,STR,LGW,STRLGW
,LGWBIQ,,LGW,BIQ,LGWBIQ
,CDGNAP,,CDG,NAP,CDGNAP
,MAHLTN,,MAH,LTN,MAHLTN
,LILBOD,,LIL,BOD,LILBOD
,MXPMUC,,MXP,MUC,MXPMUC
,HAMATH,,HAM,ATH,HAMATH
,VIENAP,,VIE,NAP,VIENAP
,HAMPSA,,HAM,PSA,HAMPSA
,TLSAMS,,TLS,AMS,TLSAMS
,BFSBHX,,BFS,BHX,BFSBHX
,SXFCTA,,SXF,CTA,SXFCTA
,VCEBRS,,VCE,BRS,VCEBRS
,LUXLGW,,LUX,LGW,LUXLGW
,SZGSXF,,SZG,SXF,SZGSXF
,NAPLTN,,NAP,LTN,NAPLTN
,LGWSCQ,,LGW,SCQ,LGWSCQ
,BRUNAP,,BRU,NAP,BRUNAP
,MAHSEN,,MAH,SEN,MAHSEN
,IBZLTN,,IBZ,LTN,IBZLTN
,BODAMS,,BOD,AMS,BODAMS
,JTRMXP,,JTR,MXP,JTRMXP
,PRGMAN,,PRG,MAN,PRGMAN
,LTNMAH,,LTN,MAH,LTNMAH
,AMSSPU,,AMS,SPU,AMSSPU
,AMSBOD,,AMS,BOD,AMSBOD
,PMIHAM,,PMI,HAM,PMIHAM
,LGWLUX,,LGW,LUX,LGWLUX
,GVALIL,,GVA,LIL,GVALIL
,HAMEDI,,HAM,EDI,HAMEDI
,SXFSZG,,SXF,SZG,SXFSZG
,LTNCTA,,LTN,CTA,LTNCTA
,CTANAP,,CTA,NAP,CTANAP
,PSAHAM,,PSA,HAM,PSAHAM
,LINCDG,,LIN,CDG,LINCDG
,VIEBRS,,VIE,BRS,VIEBRS
,STRMXP,,STR,MXP,STRMXP
,HAMKRK,,HAM,KRK,HAMKRK
,MXPCFU,,MXP,CFU,MXPCFU
,LTNJER,,LTN,JER,LTNJER
,MAHLPL,,MAH,LPL,MAHLPL
,BSLLTN,,BSL,LTN,BSLLTN
,VCEHAM,,VCE,HAM,VCEHAM
,MUCMXP,,MUC,MXP,MUCMXP
,BEGGVA,,BEG,GVA,BEGGVA
,HAMVCE,,HAM,VCE,HAMVCE
,BIOMXP,,BIO,MXP,BIOMXP
,SENMAH,,SEN,MAH,SENMAH
,LILMXP,,LIL,MXP,LILMXP
,CPHEDI,,CPH,EDI,CPHEDI
,SCQBSL,,SCQ,BSL,SCQBSL
,VCELTN,,VCE,LTN,VCELTN
,EDIPRG,,EDI,PRG,EDIPRG
,LUXMXP,,LUX,MXP,LUXMXP
,EDIHAM,,EDI,HAM,EDIHAM
,NTEOPO,,NTE,OPO,NTEOPO
,NAPBRU,,NAP,BRU,NAPBRU
,SPUAMS,,SPU,AMS,SPUAMS
,BUDBSL,,BUD,BSL,BUDBSL
,SXFVIE,,SXF,VIE,SXFVIE
,MANEFL,,MAN,EFL,MANEFL
